x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
3.0,3.3265307312277885,1.3591249118605986,2.0,1.0,3916.234703540114,22983.24535923954,3686.177694417333,0.1618812214329923,0.021682504310210512,7.371083116793466e-16,3916.0728190149903,22983.223647756386,2.564444753791447e-18,1.0e-6,1.0e-8,0.007
3.0,3.3319981846626883,1.3671833622888239,1.0,1.0,3916.234703540114,22983.24535923954,3686.177694417333,0.1618812214329923,0.021682504310210512,7.371083116793466e-16,3.303690892313183e-6,2.8978845228950343e-5,3686.17769441726,1.0e-6,1.0e-8,0.007
3.0,3.3357907519030734,1.3725327959773568,0.0,1.0,3916.234703540114,22983.24535923954,3686.177694417333,0.1618812214329923,0.021682504310210512,7.371083116793466e-16,9.482700564417711e-19,6.304353228474477e-19,7.277598148432299e-11,1.0e-6,1.0e-8,0.007
3.0,3.3095468234846237,1.3363375763151488,1.0,2.0,9507.977366308254,2179.9144267430465,13145.998190736133,0.042899194103489635,0.02650718359039133,0.06308136876062492,6477.023097951886,3.121189345901986e-5,4.964957592311942e-5,1.0e-6,1.0e-8,0.007
3.0,3.3496250664372598,1.3869997115733834,1.0,2.0,9507.977366308254,2179.9144267430465,13145.998190736133,0.042899194103489635,0.02650718359039133,0.06308136876062492,3030.9113213049163,3.1484926159358075e-6,5.6276533429296693e-5,1.0e-6,1.0e-8,0.007
3.0,3.456057104029962,1.528231856508517,2.0,2.0,9507.977366308254,2179.9144267430465,13145.998190736133,0.042899194103489635,0.02650718359039133,0.06308136876062492,4.785734752089897e-5,2179.8878851990703,13145.935003441264,1.0e-6,1.0e-8,0.007
3.0,3.242737957241582,1.261276461712717,0.0,3.0,2715.5125286720654,2182.9701936412184,4385.14840244258,1.194021878385841e-159,0.03577517281864169,0.029470589781388046,1.5641357313886792e-154,2.6123116243173187e-161,2.0859961611419077e-162,1.0e-6,1.0e-8,0.007
3.0,3.3303107669257437,1.3676469930584554,2.0,3.0,2715.5125286720654,2182.9701936412184,4385.14840244258,1.194021878385841e-159,0.03577517281864169,0.029470589781388046,9.241029296272336e-163,2182.3537379035115,4385.118882926161,1.0e-6,1.0e-8,0.007
3.0,3.3617501426585714,1.4058740521367656,1.0,3.0,2715.5125286720654,2182.9701936412184,4385.14840244258,1.194021878385841e-159,0.03577517281864169,0.029470589781388046,2715.5125286720654,0.5806805648878883,4.8926637722894964e-5,1.0e-6,1.0e-8,0.007
3.0,3.5436911109216234,1.648135636390914,2.0,4.0,4683.230764513816,4712.653772535628,2885.3567310675066,0.03310296273675833,0.013337284644010138,2.1037156206369613e-31,4683.197652031998,0.0001305171309438596,2885.3567310675066,1.0e-6,1.0e-8,0.007
3.0,3.3497073707708496,1.3857949162354213,1.0,4.0,4683.230764513816,4712.653772535628,2885.3567310675066,0.03310296273675833,0.013337284644010138,2.1037156206369613e-31,9.519081872975022e-6,4712.640304733854,3.478116975818049e-34,1.0e-6,1.0e-8,0.007
3.0,3.4612286867091493,1.5357269529460185,0.0,4.0,4683.230764513816,4712.653772535628,2885.3567310675066,0.03310296273675833,0.013337284644010138,2.1037156206369613e-31,1.3374077813495312e-34,4.3983040737610723e-29,2.607668090762625e-26,1.0e-6,1.0e-8,0.007
