x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
3.0,3.4342104623630654,1.4997490187424107,3.0,1.0,12340.928118853253,8364.567952890506,2075.199757889324,0.07705554059857492,7.370418890752484e-127,1.4211567426269622e-143,12340.851063312655,8364.567952890506,2075.199757889324,1.0e-6,1.0e-8,0.007
0.0,2.897905102820329,0.8995769156486991,0.0,1.0,12340.928118853253,8364.567952890506,2075.199757889324,0.07705554059857492,7.370418890752484e-127,1.4211567426269622e-143,6.162283064767229e-152,2.2375889145398958e-142,2.2795303643053247e-162,1.0e-6,1.0e-8,0.007
0.0,2.743803178644498,0.7567579496197634,0.0,1.0,12340.928118853253,8364.567952890506,2075.199757889324,0.07705554059857492,7.370418890752484e-127,1.4211567426269622e-143,4.17036315327887e-148,1.7398985956593924e-139,4.022903182311161e-289,1.0e-6,1.0e-8,0.007
3.0,3.2350275424673827,1.2536552279740274,3.0,2.0,2512.245752238363,3599.7700339059465,6014.05721922482,0.17073771057340129,9.543332570695791e-72,2.4971382337868473e-58,2512.0750145277893,3599.7700339059465,6014.05721922482,1.0e-6,1.0e-8,0.007
0.0,2.777092665083451,0.7928041784352121,0.0,2.0,2512.245752238363,3599.7700339059465,6014.05721922482,0.17073771057340129,9.543332570695791e-72,2.4971382337868473e-58,1.6625974633246755e-115,3.684230005869992e-127,3.04050524653844e-150,1.0e-6,1.0e-8,0.007
0.0,2.7504985661637624,0.7696534476006105,0.0,2.0,2512.245752238363,3599.7700339059465,6014.05721922482,0.17073771057340129,9.543332570695791e-72,2.4971382337868473e-58,3.179123926176516e-116,4.524333528856461e-162,8.052712308888666e-130,1.0e-6,1.0e-8,0.007
3.0,3.4472365701704937,1.5153293371001217,3.0,3.0,4612.136059402727,4110.50784316802,11248.671104455412,0.11903959813423742,6.807921158140721e-104,5.169833336306223e-148,4612.0170198045935,4110.50784316802,11248.671104455412,1.0e-6,1.0e-8,0.007
0.0,2.7703759959274885,0.785511567363146,0.0,3.0,4612.136059402727,4110.50784316802,11248.671104455412,0.11903959813423742,6.807921158140721e-104,5.169833336306223e-148,8.914023858538045e-138,3.421593185198674e-128,9.438939241310177e-217,1.0e-6,1.0e-8,0.007
0.0,2.649555779946576,0.6845083557942208,0.0,3.0,4612.136059402727,4110.50784316802,11248.671104455412,0.11903959813423742,6.807921158140721e-104,5.169833336306223e-148,1.7912973436406135e-197,5.754847210670942e-276,1.7939454139703674e-189,1.0e-6,1.0e-8,0.007
3.0,3.3181459400208464,1.3483566755668825,3.0,4.0,1571.0305485106387,1741.4531247057184,2775.946130982783,0.04881057841206152,5.600389562164162e-34,1.9108145491801945e-86,1570.9817379322267,1741.4531247057184,2775.946130982783,1.0e-6,1.0e-8,0.007
0.0,2.780900154443435,0.792351736110715,0.0,4.0,1571.0305485106387,1741.4531247057184,2775.946130982783,0.04881057841206152,5.600389562164162e-34,1.9108145491801945e-86,1.987053738528781e-89,4.515284934252823e-105,3.8130945924395126e-182,1.0e-6,1.0e-8,0.007
0.0,2.790268012280543,0.8033426900434353,0.0,4.0,1571.0305485106387,1741.4531247057184,2775.946130982783,0.04881057841206152,5.600389562164162e-34,1.9108145491801945e-86,1.4525528333278994e-88,1.755595168550657e-79,3.745292420237805e-172,1.0e-6,1.0e-8,0.007
3.0,3.2818833196823256,1.3068355712652402,3.0,5.0,6271.022876762709,2577.586099677138,3823.1618350090243,0.08682119418899074,1.2142932551237931e-32,3.6971345246113527e-82,6270.93605556852,2577.586099677138,3823.1618350090243,1.0e-6,1.0e-8,0.007
0.0,2.7642433771488846,0.7822462691679626,0.0,5.0,6271.022876762709,2577.586099677138,3823.1618350090243,0.08682119418899074,1.2142932551237931e-32,3.6971345246113527e-82,1.3086047580416335e-100,4.6565703389547544e-91,1.028947868535863e-178,1.0e-6,1.0e-8,0.007
0.0,2.8584386316721937,0.864683632122361,0.0,5.0,6271.022876762709,2577.586099677138,3823.1618350090243,0.08682119418899074,1.2142932551237931e-32,3.6971345246113527e-82,6.271010082593993e-86,3.735003290926491e-77,6.184224162072849e-129,1.0e-6,1.0e-8,0.007
3.0,3.233830365497141,1.251341243550723,3.0,6.0,3118.9488554672507,1960.1058426576017,2437.0468834679796,0.04403700929579305,7.333770773361894e-41,1.4761956305678576e-54,3118.904818457955,1960.1058426576017,2437.0468834679796,1.0e-6,1.0e-8,0.007
0.0,2.7262194540579525,0.7477329224587312,0.0,6.0,3118.9488554672507,1960.1058426576017,2437.0468834679796,0.04403700929579305,7.333770773361894e-41,1.4761956305678576e-54,1.375892296142077e-94,1.688420505711855e-84,2.6963458281260628e-145,1.0e-6,1.0e-8,0.007
0.0,2.934652449258288,0.935082044273372,0.0,6.0,3118.9488554672507,1960.1058426576017,2437.0468834679796,0.04403700929579305,7.333770773361894e-41,1.4761956305678576e-54,9.134740738993876e-58,5.120371804503191e-49,7.77534165844033e-110,1.0e-6,1.0e-8,0.007
3.0,3.409284160459708,1.4674561412469047,3.0,7.0,4687.321451140416,3904.482602850224,7871.997476630464,0.04519423768644849,9.582615970567059e-121,1.6878307175397544e-118,4687.276256902729,3904.482602850224,7871.997476630464,1.0e-6,1.0e-8,0.007
0.0,2.8501057968884274,0.8546213203755111,0.0,7.0,4687.321451140416,3904.482602850224,7871.997476630464,0.04519423768644849,9.582615970567059e-121,1.6878307175397544e-118,1.5108081474535282e-149,6.576708333607268e-205,2.9704975032361444e-142,1.0e-6,1.0e-8,0.007
0.0,2.946049498209695,0.9469586859323557,0.0,7.0,4687.321451140416,3904.482602850224,7871.997476630464,0.04519423768644849,9.582615970567059e-121,1.6878307175397544e-118,1.8929466241295885e-141,4.394058170354517e-133,3.1612269377295616e-143,1.0e-6,1.0e-8,0.007
3.0,3.43277963278573,1.495175819462397,3.0,8.0,2358.1811869294297,6352.406906506573,7056.5965173837185,0.08895557535133716,1.5304821719616106e-125,1.2679278503368205e-91,2358.092231354078,6352.406906506573,7056.5965173837185,1.0e-6,1.0e-8,0.007
0.0,2.742494930806061,0.754398315809787,0.0,8.0,2358.1811869294297,6352.406906506573,7056.5965173837185,0.08895557535133716,1.5304821719616106e-125,1.2679278503368205e-91,2.5429399724195097e-128,5.454514095003186e-217,8.699052975297775e-120,1.0e-6,1.0e-8,0.007
0.0,2.5938738869216214,0.6458171588149362,0.0,8.0,2358.1811869294297,6352.406906506573,7056.5965173837185,0.08895557535133716,1.5304821719616106e-125,1.2679278503368205e-91,2.12610671661201e-228,1.0918539149086016e-287,6.1967310919750564e-220,1.0e-6,1.0e-8,0.007
3.0,3.4259856162222966,1.4839542561261143,3.0,1.0,2267.198060021799,2457.0972918043135,3935.339857426344,0.05981771491084921,1.7255510366193487e-148,7.640350541632166e-160,2267.138242306888,2457.0972918043135,3935.339857426344,1.0e-6,1.0e-6,0.007
0.0,2.6456818444634482,0.6846553311305688,0.0,1.0,2267.198060021799,2457.0972918043135,3935.339857426344,0.05981771491084921,1.7255510366193487e-148,7.640350541632166e-160,5.861977728978005e-143,4.939172441014822e-279,4.1300012048781807e-305,1.0e-6,1.0e-6,0.007
0.0,2.685135577108589,0.7108521199376946,0.0,1.0,2267.198060021799,2457.0972918043135,3935.339857426344,0.05981771491084921,1.7255510366193487e-148,7.640350541632166e-160,3.416946496235675e-160,2.8981169520498665e-154,1.090383e-318,1.0e-6,1.0e-6,0.007
3.0,3.536860111593169,1.6198401166095915,3.0,2.0,6159.726907994539,5977.630610438351,20511.31705029531,0.043802029605434924,1.4268211838689436e-123,3.686052519322795e-155,6159.683105964934,5977.630610438351,20511.31705029531,1.0e-6,1.0e-6,0.007
0.0,2.7833396925881884,0.7960423728661675,0.0,2.0,6159.726907994539,5977.630610438351,20511.31705029531,0.043802029605434924,1.4268211838689436e-123,3.686052519322795e-155,9.038859492208831e-125,1.8062902445797855e-228,4.694167829817538e-118,1.0e-6,1.0e-6,0.007
