x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
0.0,2.8836919858579457,0.8860625765639797,0.0,1.0,9317.724415118793,6604.980753640815,1547.3664057217895,9317.72441314929,6604.980747074787,1547.3646982675077,8.851192676075935e-127,4.3623275187043407e-128,2.356554437691572e-125,1.0e-6,1.0e-8,0.007
0.0,2.7642433771488846,0.7822462691679626,0.0,1.0,9317.724415118793,6604.980753640815,1547.3664057217895,9317.72441314929,6604.980747074787,1547.3646982675077,1.969503786337545e-6,6.5660275470954254e-6,0.0017074542818693353,1.0e-6,1.0e-8,0.007
0.0,2.8584386316721937,0.864683632122361,0.0,1.0,9317.724415118793,6604.980753640815,1547.3664057217895,9317.72441314929,6604.980747074787,1547.3646982675077,3.466920732178233e-23,7.182570980446691e-20,4.925451631655768e-24,1.0e-6,1.0e-8,0.007
0.0,2.613797955051731,0.6604200384747133,0.0,2.0,2133.662017522364,3032.6080406725505,5347.997608891833,2133.662017522364,3032.6080406725505,5347.997608891833,5.882925124473036e-56,3.179825031793182e-53,6.508449277023526e-56,1.0e-6,1.0e-8,0.007
0.0,2.7262194540579525,0.7477329224587312,0.0,2.0,2133.662017522364,3032.6080406725505,5347.997608891833,2133.662017522364,3032.6080406725505,5347.997608891833,3.61241454643765e-42,1.1200604100082395e-44,5.269581469039386e-45,1.0e-6,1.0e-8,0.007
0.0,2.934652449258288,0.935082044273372,0.0,2.0,2133.662017522364,3032.6080406725505,5347.997608891833,2133.662017522364,3032.6080406725505,5347.997608891833,1.2838743431901612e-42,1.763977383716373e-45,5.2906488200751885e-45,1.0e-6,1.0e-8,0.007
0.0,2.8836919858579457,0.8860625765639797,0.0,3.0,3352.3267504803816,3381.549963306067,8191.909510708223,3352.3267504803816,3381.549963306067,8191.909510708223,2.7182858863591854e-47,7.718628704993893e-49,2.057111114945482e-45,1.0e-6,1.0e-8,0.007
0.0,2.7642433771488846,0.7822462691679626,0.0,3.0,3352.3267504803816,3381.549963306067,8191.909510708223,3352.3267504803816,3381.549963306067,8191.909510708223,1.2393947758475457e-26,9.141743911307007e-22,9.303979878852691e-25,1.0e-6,1.0e-8,0.007
0.0,2.8584386316721937,0.864683632122361,0.0,3.0,3352.3267504803816,3381.549963306067,8191.909510708223,3352.3267504803816,3381.549963306067,8191.909510708223,4.742826831763366e-42,2.2087736590063713e-42,1.3369335307946435e-38,1.0e-6,1.0e-8,0.007
0.0,2.772432834441135,0.7853157882634945,0.0,4.0,1289.5225042495408,1604.350097394316,2018.8178545413064,1285.3564675026082,1604.3490403711814,2018.8169512759434,4.472720306853795e-37,2.0788133341575246e-37,1.6644889616548806e-33,1.0e-6,1.0e-8,0.007
0.0,2.780900154443435,0.792351736110715,0.0,4.0,1289.5225042495408,1604.350097394316,2018.8178545413064,1285.3564675026082,1604.3490403711814,2018.8169512759434,4.16603674693265,0.0010570231345180072,0.0009032653629067136,1.0e-6,1.0e-8,0.007
0.0,2.790268012280543,0.8033426900434353,0.0,4.0,1289.5225042495408,1604.350097394316,2018.8178545413064,1285.3564675026082,1604.3490403711814,2018.8169512759434,5.0044312002366896e-172,1.826789684440263e-170,3.695160342465392e-168,1.0e-6,1.0e-8,0.007
0.0,2.613797955051731,0.6604200384747133,0.0,5.0,4913.231036547674,2374.7325601682746,3101.204464855969,4913.228220844924,2374.7325599707324,3101.2044618966947,0.0028157027502231477,1.97542081611719e-7,2.9592741829311115e-6,1.0e-6,1.0e-8,0.007
0.0,2.7262194540579525,0.7477329224587312,0.0,5.0,4913.231036547674,2374.7325601682746,3101.204464855969,4913.228220844924,2374.7325599707324,3101.2044618966947,1.3349689341013357e-187,5.494353893173758e-184,5.441812400044408e-187,1.0e-6,1.0e-8,0.007
0.0,2.934652449258288,0.935082044273372,0.0,5.0,4913.231036547674,2374.7325601682746,3101.204464855969,4913.228220844924,2374.7325599707324,3101.2044618966947,5.526411809437658e-77,4.4898279507106626e-77,5.945467380196955e-74,1.0e-6,1.0e-8,0.007
0.0,2.613797955051731,0.6604200384747133,0.0,6.0,2648.260338071495,1805.6023916098834,1989.0179363739005,198.8477958154899,1793.086205248935,1987.2532779554972,8.894e-320,-2.1373e-320,3.843e-320,1.0e-6,1.0e-8,0.007
0.0,2.7262194540579525,0.7477329224587312,0.0,6.0,2648.260338071495,1805.6023916098834,1989.0179363739005,198.8477958154899,1793.086205248935,1987.2532779554972,2.250598764902097e-175,4.092197233728794e-169,1.2994413515475118e-172,1.0e-6,1.0e-8,0.007
